name,Base Note,Colour Name,Country of Origin,Department,Dispenser Type,Grade,Heart/Middle Note,Model Name,link,Fragrance Category,Scents/Notes,Size,Top Note,Fragrance Family,Long Lasting,Model Number,Notes,Scents,Set Includes,Skin Type,Product Line,Aromatherapy Type,Fragrance Notes,Fragrance Type,Ingredients,Fragnance Family,Fragrance Note,Formulation,Occasion,Perfumer,Composition,Height,Width,Depth,Includes,Scent Type,,Volume,Top notes,Middle / Heart Notes,Base notes,Perfume Scent,Anti-perspirant,Non-toxic,Olfactive Family,Fragrance Note Family,Fragrance Segment,Irritation Free,Packaging Type,Paraben Free,Scent,Long-lasting,Introduced Year,Product Dimensions,Shipping Weight,scents_notes,Package Type,Application Area,Anti-Perspirant,Launched,What's In The Box,Dimensions,Weight,Material,Product Height,Product Width/Depth,Scent Notes,Package weight in KGs,Package height,Package Width,Long-Lasting,Key Notes,Scent Family,Dimension,Note,Form,Lanched,Scent Note,Longlasting,Package thickness,Notes Contains,Recommended Usage,Skin type,Country Of Origin,Cruelty Free,Paraben/Sulphate Free,Suitable for the season,Package weight,Cruelty-free,Product Dimension,Colour Family,Container Type,Fragrance Classification,Notes Available,Tope Note,Middle Note,Scent/Notes,Sulfate Free,Suitable For,Scent Life,Fragrance
PARO OUD F.R.I Oud EDP 100ml ,,,,Unisex,,New,,F.R.I Oud,/uae-en/f-r-i-oud-edp-100ml/N39285481A/p?o=fda0be8f7dd978ed,,Arabian,100 ml,,,,F.R.I Oud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinsons Oud Save The Queen EDP 100ml ,"Oud, Tonka Beans And Guaiac Wood",,,Women,,,"Jasmine Petals, Orane Blossoms",Oud Save The Queen,/uae-en/oud-save-the-queen-edp-100ml/N23637230A/p?o=ca0c6b990397796b,,Arabian,100 ml,"Grey Tea, Cloves, Bergamot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainte Valere Blue Noir EDP 100ml ,,,,Men,,New,"Magnetic, And Dry Notes",,/uae-en/blue-noir-edp-100ml/N39900648A/p?o=f8ba09be3f0997be,,Fresh,100 ml,"Fresh, Lively, Bright, Clean",,,6423080612514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge Lutens Datura Noir EDP 50ml ,,,France,Unisex,,,,Datura noir edp 50ml,/uae-en/datura-noir-edp-50ml/N24752622A/p?o=dc840223fb7252dc,,,50 ml,,,,,,,,,,,"Coconut, Tuberose, Tonka Bean, Almond, Lemon Blossom, Mandarin Orange, Musk, Chinese Osmanthus, Heliotrope, Myrrh, Vanilla And Apricot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boadicea THE VICTORIOUS Boadicea The Victorious Complex EDP 100ml ,,,,Women,,,,10796B,/uae-en/boadicea-the-victorious-complex-edp-100ml/N35521587A/p?o=dce24456eb476f5e,,,100 ml,,,,10796B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Balsamic, Smoky, Leather, Herbal, Aromatic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Perfumes Liyali Al Sharq EDP 100ml ,Fusion,,,Unisex,Splash,,Fusion,,/uae-en/liyali-al-sharq-edp-100ml/N22796286A/p?o=b885ba8c6052895b,,,100 ml,Fusion,,,,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTHENTIC Petrichor EDP 100ml ,"Leather, Oud, Patchouli, Sandalwood",,,Unisex,Pump,,"Amber, Opoponax, Incense, Citrus",,/uae-en/petrichor-edp-100ml/N13233912A/p?o=b39e7b2204dfd0cf,,,100 ml,"Bergamot, Oregano, Spice",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROWN ORCHID Gold Edition EDP 80ml ,"Patchouli, Sandalwood, Dark Chocolate, Incense and Amber",,,Unisex,,New,"Tempting Florals and Rich Fruit Accords, Depened With Lotus Wood",Gold Edition,/uae-en/gold-edition-edp-80ml/N23637446A/p?o=bdc4327d50051b8f,,,80 ml,"French Jasmine, Black Truffle, Black Currant and Effervescent Citrus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KILIAN Dark Lord EDP 50ml ,,,,Men,,,,15809ET,/uae-en/dark-lord-edp-50ml/N35537399A/p?o=e31c5be60ad57c2c,,,50 ml,,,,15809ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woody, Leather, Earthy, Animalic, Aromatic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARK DES VINCE Fabulous EDP 100ml ,,,,Unisex,,,,650728188766,/uae-en/fabulous-edp-100ml/N30645368A/p?o=f3d3e157a2fb6b1f,,,100 ml,,,,650728188766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Saint Laurent Black Opium EDP 150ml ,,,,Women,,,,Black Opium,/uae-en/black-opium-edp-150ml/N34890484A/p?o=fb557cfe0e5cd2db,,,150 ml,,,,YslBlkOpmEdp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainte Valere Rose Elixir EDP 100ml ,"Base Of Sensuous Musk, Warm Vanilla, Austere Virginia Cedar",,,Women,,New,"Flowers, Fruit, Notes Of Lovely Rose, Sultry Jasmine, Leaves, Buds Of Blackcurrant",,/uae-en/rose-elixir-edp-100ml/N39900646A/p?o=d1db00993463b70d,,Fresh,100 ml,,,,6423080612569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Creation Harmony EDP 100ml ,,,United Arab Emirates (UAE),Unisex,Splash,,,,/uae-en/harmony-edp-100ml/N15828607A/p?o=d6f68cbd6a3ed26a,,,100 ml,,,,,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princess Marcella Borghese IL Bacio EDP 100ml ,,,,Women,,,,IL Bacio,/uae-en/il-bacio-edp-100ml/N38733764A/p?o=bc881cc7406a543a,,,100 ml,,"Fresh, Zesty",Yes,478.53608495.18,,,,,,,"Flowery, Plums, Peaches, Pears, Musk Amber And Cedarwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMORINO Black Oud EDP 100ml ,,,,Unisex,,,,,/uae-en/black-oud-edp-100ml/N11074622A/p?o=d274f7f8a5ff687a,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottega Profumiera 2-Piece Gourmand Set EDP Multi-sizeml ,,,,Unisex,,,,GOURMAND SET OF 2,/uae-en/2-piece-gourmand-set-edp-multi-sizeml/N26380423A/p?o=a2ee4946b2aee23a,,,Multi-size ml,,,,1100000020837,,,100 ml + 30 ml EDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertus Night Dose EDP 100ml ,,,,Unisex,,,,NIGHT DOSE,/uae-en/night-dose-edp-100ml/N26751511A/p?o=d5e35ed900f5f43e,,,100 ml,,,,B07S8GZJ9L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trish McEvoy 9 Blackberry And Vanilla Musk EDP 100ml ,,,,Women,,,,Sexy 9 Black Berry & Vanilla Musk,/uae-en/9-blackberry-and-vanilla-musk-edp-100ml/N23100945A/p?o=fd83391839a34c6d,,,100 ml,,,,9 Blackberry & Vanilla Musk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Hector Winner EDP 100ml ,,,,Unisex,,,,6295348868618,/uae-en/winner-edp-100ml/N30645352A/p?o=f2bbbfcbd4d2360d,,,100 ml,,,,6295348868618,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emper Prive Vega Nuit - EDP For Women 100ml ,,Multicolour,United Arab Emirates (UAE),Women,,New,,Prive Vega Nuit,/uae-en/prive-vega-nuit-edp-for-women-100ml/N44468645A/p?o=b4ccc2f6d21facfd,,,100 ml,,,,6291103665690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyane Tradition Ambre Divin EDP 85ml ,,,,Men,,,,Ambre divin edp 85ml,/uae-en/ambre-divin-edp-85ml/N31299919A/p?o=f8af4295862954de,,,85 ml,,,,3700066738523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limra Perfumes Oud Majlis EDP 100ml ,,,United Arab Emirates (UAE),Unisex,,,,,/uae-en/oud-majlis-edp-100ml/N14455505A/p?o=ca056e6dfd020bcf,,Oriental,100 ml,,Oriental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISS ARABIAN Casablanca EDP 100ml ,"Amber, Peru Balm, Musk, Suede And Liquid Caramel",,,Unisex,,,"Patchouli, Orris And Blonde Wood",,/uae-en/casablanca-edp-100ml/N13818251A/p?o=c0ca7f25f2b1fcbf,,,100 ml,Ripe Grapes And Sweet Apple,,,,,,,,,,,,,,,,,,,,,,,Casablanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghala Zayed Luxury Gold EDP 100ml ,,,,Unisex,,,,,/uae-en/luxury-gold-edp-100ml/N27599201A/p?o=aa22b1a7ca8f31bf,,,100 ml,,,,6293569120058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alina Corel Monsieur Oud EDP 100ml ,"Cedar, Musk",,,Unisex,,New,"Rose, Water",,/uae-en/monsieur-oud-edp-100ml/N23282511A/p?o=a97c21b5f445671b,,Musk,100 ml,"Aoud , Amber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasasi Set Of 2 Romance EDP 45ml ,"Amber, Musk, Powdery Notes, Cedar And Sandalwood",,,Women,Pump,,Rose And Jasmine,,/uae-en/set-of-2-romance-edp-45ml/N23045761A/p?o=be41c5ca413691de,,Woody,45 ml,,Floral Woody Musk,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINDUS Kindus Uae EDP 86ml ,,,United Arab Emirates (UAE),Men,,,,KDNATIONALDAY,/uae-en/kindus-uae-edp-86ml/N38211529A/p?o=e9656d1fc20e613e,,,86 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAGNUM Aliya EDP 100ml ,,,,Unisex,,,,FRGNM A 39,/uae-en/aliya-edp-100ml/N26574326A/p?o=b4661bfc4c16311d,,,100 ml,,,,10039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature Collection Galan EDP 100ml ,,,,Unisex,,,,8437018391097,/uae-en/galan-edp-100ml/N30645376A/p?o=fd0cbb0fd024771f,,,100 ml,,Floral And Musk,,8437018391097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellah Velvet III EDP 100ml ,,,,Unisex,,,,3760041031148,/uae-en/velvet-iii-edp-100ml/N30677735A/p?o=ca0e14edcf75e25f,,,100 ml,,,,3760041031148,"Juniper Berry,Smoky Leather,Cashmere Wood,Vetiver,Raspberry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMINISCENCE Patchouli Elixir EDP 100ml ,"Labdanum, Musk and Vanilla",,,Women,Atomizer,,"Tolu Balm, Tonka Bean and Patchouli",,/uae-en/patchouli-elixir-edp-100ml/N14349795A/p?o=c56cd1d4939f6acd,,Woody,100 ml,"Cedar, Sandalwood and Vetiver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasasi Mukhallat Oud Al Mubakhar EDP 100ml ,"Sandalwood, Tonka Bean, Musk and Patchouli",,,Unisex,Pump,,"Rose, Violet and Geranium",,/uae-en/mukhallat-oud-al-mubakhar-edp-100ml/N28572597A/p?o=b41aaa80b134d42a,,,100 ml,Bergamot and Saffron,,Yes,NF5J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amouroud Safron Rare EDP 100ml ,"Benzoin, agarwood (oud), vetiver, sandalwood and vanilla",,,Unisex,,,"Cedar, saffron, rose de mai and jasmine",,/uae-en/safron-rare-edp-100ml/N11756274A/p?o=ecbcd7ee855026ad,,,100 ml,"Freesia, bergamot, incense and geranium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyane Tradition Rose Altesse EDP 85ml ,,,,Men,,,,Rose altesse edp 85ml,/uae-en/rose-altesse-edp-85ml/N31299921A/p?o=e322dddf11e482ee,,,85 ml,,,,3700066738547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIESEL Fuel For Life EDP 75ml ,"Patchouli, Vetiver",,,Women,Pump,New,"Jasmine, Nutmeg",,/uae-en/fuel-for-life-edp-75ml/N36641777A/p?o=f94c0e923b2ecc9e,,Woody,75 ml,,,,CS-188402181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alina Corel La Vie En Blonde EDP 100ml ,"Tonka Bean, Praline, Patchouli and Vanilla",,France,Women,,,Orange Blossoms and Jasmine,,/uae-en/la-vie-en-blonde-edp-100ml/N19614714A/p?o=ffba9df3d330b6da,,Floral,100 ml,Black Currant and Pear,,,,,,,,,,"Black Currant, Pear, Tonka Bean, Praline, Patchouli and Vanilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectra 85 VIP Black EDP 18ml ,,,United Arab Emirates (UAE),Men,Atomizer,,,,/uae-en/85-vip-black-edp-18ml/N26738871A/p?o=a0a63ca6c275ca1f,,,18 ml,,,,P0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Lagerfeld Fleur De Murier EDP 100ml ,"Sandalwood, Musk, Amber And Vanilla",,,Women,,,"Violet, Blackberry Blossom, Orange Blossom And Lilly-Of-The-Valley",,/uae-en/fleur-de-murier-edp-100ml/N23426499A/p?o=a9b1a5f66b075ebd,,,100 ml,"Raspberry Leaf, Red Currant, Orange","Floral, Fruity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Connection Fcuk Friction Pulse EDP 100ml ,,,,Women,Atomizer,,,,/uae-en/fcuk-friction-pulse-edp-100ml/N13316260A/p?o=f9b4ef3b43ac5fcb,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina De Bourbon Dynastie Mademoiselle EDP 100ml ,"Amber, Musk and Cedarwood",,,Women,,,"Lotus, Orange Flower, Peony and Tuberose",,/uae-en/dynastie-mademoiselle-edp-100ml/N11203258A/p?o=df048a37b6c2bcee,,,100 ml,"Mandarin, Black Currant and Pear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancera Wave Musk EDP 120ml ,"Seaweed, White Musk",Clear/Gold,France,Unisex,Splash,New,"Sea Notes, Orange Blossom, Sea Salt, Driftwood",,/uae-en/wave-musk-edp-120ml/N13789947A/p?o=b9b2c5fdbc37227b,,,,,,,,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Cardin Sweet Scent EDP 100ml ,"Vanilla, Oud, Guaiacwood,",,,Women,Pump,,"Patchouli, Praline, Sandalwood",,/uae-en/sweet-scent-edp-100ml/N19603920A/p?o=dee6e824a66b8ace,,,100 ml,"Rose, Saffron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Creation Rose noir  Perfume 50ml ,,,United Arab Emirates (UAE),Unisex,,New,,Rose noir,/uae-en/rose-noir-perfume-50ml/N46615615A/p?o=a91a4e8822924b2a,,Floral,50 ml,,,,6253481500956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasasi Zebra EDP 50ml ,"Leather, Oakmoss, Cedar, Patchouli, Ambergris White Musk",,,Men,Atomizer,,"Lily Of The Valley, Freesia, Jasmine",,/uae-en/zebra-edp-50ml/N23101969A/p?o=c27b0720015b2b5f,,,50 ml,"Bergamot, Lemon, Pineapple, Plum, Pear Black Pepper, Lime",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Perfumes Blue De Emperor EDP 100ml ,"Amber, Patchouli, Vetiver, Vanilla And Musk",,,Men,,,"Pink Pepper, Iris And Jasmine",,/uae-en/blue-de-emperor-edp-100ml/N22446552A/p?o=a1a96cb4453cc55d,,,100 ml,Hyacinth And Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANVIN PARIS Me EDP 80ml ,Sandalwood,,,Women,,,"Licorice, Tuberose, Rose",,/uae-en/me-edp-80ml/N11202528A/p?o=ba6861dad3ed8fad,,Fruity,80 ml,"Mandarin Orange, Blueberry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINDUS Kindus Waw EDP 85ml ,,,United Arab Emirates (UAE),Women,,,,KDPINKWAW,/uae-en/kindus-waw-edp-85ml/N38211527A/p?o=f5fe4cf33601f5dc,,,85 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHALIS Arabian Night EDP Perfume 100ml ,,,,Women,,,,ARABIAN NIGHT,/uae-en/arabian-night-edp-perfume-100ml/N25838890A/p?o=c02fadaf8475244a,,,100 ml,,Aromatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHADLAJ Mudeer EDP 100ml ,,,,Unisex,,,,Mudeer,/uae-en/mudeer-edp-100ml/N27338560A/p?o=c0272ac61cbc51cc,,,100 ml,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHAMMA Zebre Intenso EDP 100ml ,,,,Unisex,Splash,,,,/uae-en/zebre-intenso-edp-100ml/N14636315A/p?o=c5c0604b3488628d,,,100 ml,,"Woody, Aquatic",,CKIN11,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHALIS Al Ishq Al Aswad Perfume 100ml ,,,,Unisex,,,,AL ISHQ AL ASWAD,/uae-en/al-ishq-al-aswad-perfume-100ml/N25838908A/p?o=f0485377a6e89d9a,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KORLOFF Gold EDP 88ml ,"Cedar, Vanilla, Musk",,,Women,,,"Tobacco Flower, Jasmine, Frangipani",,/uae-en/gold-edp-88ml/N11805054A/p?o=aa5ebd9751d52e4c,,Floral,88 ml,"Coconut, Gardenia, Strawberry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHALIS Saher Al Jamal Perfume 100ml ,,,,Unisex,,,,SAHER AL JAMAL,/uae-en/saher-al-jamal-perfume-100ml/N25838905A/p?o=cc8e40c8704a472b,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jennifer lopez Live Luxe EDP 3.4ounce ,,,,Women,Pump,,,B000JLEZN8,/uae-en/live-luxe-edp-3-4ounce/N26056697A/p?o=ee70f3102f39541a,,,3.4 ounce,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juicy Pear, Luscious Peach, Exotic Melon, Citrus, Apple Twist, Muguet Petals, Amethyst Freesia, Sun-sweetened Honeysuckle, Musk, Creamy Vanilla, Soft Amber, Sandalwood",,,,,,,,,,,,,,,,,,,,,,,,,,
Amouroud Dark Orchid EDP 100ml ,"Sandalwood, Indonesian Patchouli Leaf, Incense And Vanilla",,,Unisex,Pump,,"Jasmine, Ylang Ylang, Lotus And Black Orchid",,/uae-en/dark-orchid-edp-100ml/N36645051A/p?o=c23fa52f82b8630c,,,100 ml,,"Mystical, Mysterious And Hypnotic",Yes,CS-188430939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral Oud Essence EDP 100ml ,"Musk, Vanilla, Sandalwood, Agarwood",,United Arab Emirates (UAE),Unisex,Pump,,"Strawberry, Orange",,/uae-en/oud-essence-edp-100ml/N21092759A/p?o=bb69d8825f001e6a,,,100 ml,"Bergamot , Orange",Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenzo Homme EDP 100ml ,"Sandalwood, Amber, Musk, Balsam Fir, Oakmoss, Vetiver, Cedar, Labdanum",,,Men,,,"Nutmeg, Carnation, Juniper Berries, Orris Root, Peach, Jasmine, Caraway, Lily-of-the-valley, Rose, Pine",,/uae-en/homme-edp-100ml/N14789966A/p?o=a183d84f5c5f6afc,,Citrus,100 ml,"Mahogany, Sage, Bergamot, Lemon, Sea",,,,Aromatic Aquatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHALIS Arabian Night EDP Perfume 100ml ,,,,Men,,,,ARABIAN NIGHT,/uae-en/arabian-night-edp-perfume-100ml/N25838891A/p?o=e868331e5f59f9ce,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHALIS Jamilat Al Jamilat Perfume 100ml ,,,,Unisex,,,,JAMILAT AL JAMILAT,/uae-en/jamilat-al-jamilat-perfume-100ml/N25838906A/p?o=e628dce928f55bbe,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemina.B Paris You Are Beautiful Like Diamond EDP 3ounce ,,,,Women,Pump,,,B014GEU6XG,/uae-en/you-are-beautiful-like-diamond-edp-3ounce/N26056378A/p?o=da129a96e742eb5d,,,3 ounce,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyrico Unguentum EDP 100ml ,"Opoponax, Bourbon Vanilla, Musk, Amber, Cedar Wood",,,Unisex,Splash,,"Honey, Wine, Saffron, Tobacco",,/uae-en/unguentum-edp-100ml/N27531742A/p?o=b21074dae51e5dce,,,100 ml,"Mandarin, Artemisia, Tea, Calamo, Cinnamon",,,7640167830152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
